database	center	child	timepoint	bin	bin_name	gene	count	type
HMO	G	G17	7	2	G17_7_bin_002	B_longum_BLNG_01254-BLNG_01264-11.4	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.3	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.10	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.9	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.8	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.7	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.6	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.5	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.4	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.12	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.14	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.13	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_breve_UCC2003_BBR_RS13075-BBR_RS13100-6.1	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_breve_UCC2003_BBR_RS13075-BBR_RS13100-6.5	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_breve_UCC2003_BBR_RS18490-BBR_RS18520-6.4	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_breve_UCC2003_BBR_RS18490-BBR_RS18520-6.5	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_breve_UCC2003_BBR_RS18490-BBR_RS18520-6.6	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_longum_BLLJ08355_BLLJ08385-7.1	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_longum_BLLJ08355_BLLJ08385-7.2	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_longum_BLLJ08355_BLLJ08385-7.3	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_longum_BLLJ08355_BLLJ08385-7.4	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_breve_UCC2003_BBR_RS18650-BBR_RS18675-6.3	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_breve_UCC2003_BBR_RS18650-BBR_RS18675-6.2	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_breve_UCC2003_BBR_RS18650-BBR_RS18675-6.1	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.22	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.21	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.20	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.19	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.18	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.31	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.30	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.29	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.28	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.27	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.26	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.25	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.24	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_breve_UCC2003_BBR_RS18490-BBR_RS18520-6.3	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_longum_BLNG_01254-BLNG_01264-11.3	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_pseudocatenulatum_BBPC_RS08935_RS08975-9.8	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.20	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_pseudocatenulatum_BBPC_RS08935_RS08975-9.4	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_longum_BLNG_01254-BLNG_01264-11.5	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.1	1	bin
HMO	G	G17	7	2	G17_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.2	1	bin
HMO	K	K08	7	1	K08_7_bin_001	none	1	none
HMO	K	K08	7	2	K08_7_bin_002	none	1	none
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.10	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.9	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.8	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.7	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.6	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.5	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.4	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_breve_UCC2003_BBR_RS13075-BBR_RS13100-6.1	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_breve_UCC2003_BBR_RS13075-BBR_RS13100-6.5	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_pseudocatenulatum_BBPC_RS08935_RS08975-9.4	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_longum_BLNG_01254-BLNG_01264-11.5	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.1	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.2	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.14	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.13	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_longum_BLNG_01254-BLNG_01264-11.3	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_pseudocatenulatum_BBPC_RS08935_RS08975-9.8	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_breve_UCC2003_BBR_RS18490-BBR_RS18520-6.3	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_longum_BLNG_01254-BLNG_01264-11.4	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.24	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.25	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.26	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.27	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.28	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.29	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.30	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.31	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.20	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.19	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.18	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.3	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.12	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.22	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.20	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_breve_UCC2003_BBR_RS18490-BBR_RS18520-6.4	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_breve_UCC2003_BBR_RS18490-BBR_RS18520-6.5	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_breve_UCC2003_BBR_RS18490-BBR_RS18520-6.6	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_longum_BLLJ08355_BLLJ08385-7.1	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_longum_BLLJ08355_BLLJ08385-7.2	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_longum_BLLJ08355_BLLJ08385-7.3	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_longum_BLLJ08355_BLLJ08385-7.4	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_breve_UCC2003_BBR_RS18650-BBR_RS18675-6.3	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_breve_UCC2003_BBR_RS18650-BBR_RS18675-6.2	1	bin
HMO	K	K11	7	1	K11_7_bin_001	B_breve_UCC2003_BBR_RS18650-BBR_RS18675-6.1	1	bin
HMO	K	K11	7	2	K11_7_bin_002	none	1	none
HMO	K	K11	7	3	K11_7_bin_003	none	1	none
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.10	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.9	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.8	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.7	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.6	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.5	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.4	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.14	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.13	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_longum_BLNG_01254-BLNG_01264-11.3	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_pseudocatenulatum_BBPC_RS08935_RS08975-9.8	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_longum_BLNG_01254-BLNG_01264-11.4	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_breve_UCC2003_BBR_RS13075-BBR_RS13100-6.1	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_breve_UCC2003_BBR_RS13075-BBR_RS13100-6.5	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_pseudocatenulatum_BBPC_RS08935_RS08975-9.4	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_longum_BLNG_01254-BLNG_01264-11.5	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.1	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.2	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.12	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_breve_UCC2003_BBR_RS18490-BBR_RS18520-6.3	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.22	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.20	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.3	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_breve_UCC2003_BBR_RS18490-BBR_RS18520-6.4	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_breve_UCC2003_BBR_RS18490-BBR_RS18520-6.5	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_breve_UCC2003_BBR_RS18490-BBR_RS18520-6.6	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_longum_BLLJ08355_BLLJ08385-7.1	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_longum_BLLJ08355_BLLJ08385-7.2	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_longum_BLLJ08355_BLLJ08385-7.3	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_longum_BLLJ08355_BLLJ08385-7.4	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_breve_UCC2003_BBR_RS18650-BBR_RS18675-6.3	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_breve_UCC2003_BBR_RS18650-BBR_RS18675-6.2	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_breve_UCC2003_BBR_RS18650-BBR_RS18675-6.1	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.20	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.19	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.18	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.24	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.25	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.26	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.27	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.28	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.29	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.30	1	bin
HMO	K	K13	7	1	K13_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.31	1	bin
HMO	K	K13	7	2	K13_7_bin_002	none	1	none
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.10	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.9	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.8	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.7	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.6	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.5	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.4	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.14	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.13	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_longum_BLNG_01254-BLNG_01264-11.3	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_pseudocatenulatum_BBPC_RS08935_RS08975-9.8	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.12	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.3	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_pseudocatenulatum_BBPC_RS08935_RS08975-9.4	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_longum_BLNG_01254-BLNG_01264-11.5	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.20	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.19	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.18	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.1	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.2	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_longum_BLNG_01254-BLNG_01264-11.4	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_breve_UCC2003_BBR_RS18490-BBR_RS18520-6.3	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.24	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.25	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.26	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.27	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.28	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.29	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.30	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.31	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.20	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_breve_UCC2003_BBR_RS18490-BBR_RS18520-6.4	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_breve_UCC2003_BBR_RS18490-BBR_RS18520-6.5	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_breve_UCC2003_BBR_RS18490-BBR_RS18520-6.6	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_longum_BLLJ08355_BLLJ08385-7.1	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_longum_BLLJ08355_BLLJ08385-7.2	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_longum_BLLJ08355_BLLJ08385-7.3	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_longum_BLLJ08355_BLLJ08385-7.4	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_breve_UCC2003_BBR_RS18650-BBR_RS18675-6.3	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_breve_UCC2003_BBR_RS18650-BBR_RS18675-6.2	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_breve_UCC2003_BBR_RS18650-BBR_RS18675-6.1	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.22	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_breve_UCC2003_BBR_RS13075-BBR_RS13100-6.1	1	bin
HMO	K	K14	7	1	K14_7_bin_001	B_breve_UCC2003_BBR_RS13075-BBR_RS13100-6.5	1	bin
HMO	K	K14	7	2	K14_7_bin_002	none	1	none
HMO	K	K15	7	1	K15_7_bin_001	B_breve_UCC2003_BBR_RS18490-BBR_RS18520-6.3	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.20	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.19	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.18	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.10	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.9	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.8	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.7	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.6	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.5	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.4	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_longum_BLNG_01254-BLNG_01264-11.4	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_breve_UCC2003_BBR_RS13075-BBR_RS13100-6.1	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_breve_UCC2003_BBR_RS13075-BBR_RS13100-6.5	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_pseudocatenulatum_BBPC_RS08935_RS08975-9.4	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_longum_BLNG_01254-BLNG_01264-11.5	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.12	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.1	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.2	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.20	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_breve_UCC2003_BBR_RS18490-BBR_RS18520-6.4	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_breve_UCC2003_BBR_RS18490-BBR_RS18520-6.5	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_breve_UCC2003_BBR_RS18490-BBR_RS18520-6.6	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_longum_BLLJ08355_BLLJ08385-7.1	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_longum_BLLJ08355_BLLJ08385-7.2	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_longum_BLLJ08355_BLLJ08385-7.3	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_longum_BLLJ08355_BLLJ08385-7.4	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_breve_UCC2003_BBR_RS18650-BBR_RS18675-6.3	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_breve_UCC2003_BBR_RS18650-BBR_RS18675-6.2	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_breve_UCC2003_BBR_RS18650-BBR_RS18675-6.1	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.24	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.25	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.26	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.27	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.28	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.29	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.30	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.31	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.3	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.22	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.14	1	bin
HMO	K	K15	7	1	K15_7_bin_001	B_infantis_BLON_RS12095_RS122215-31.13	1	bin
HMO	K	K15	7	2	K15_7_bin_002	B_longum_BLNG_01254-BLNG_01264-11.3	1	bin
HMO	K	K15	7	2	K15_7_bin_002	B_pseudocatenulatum_BBPC_RS08935_RS08975-9.8	1	bin
HMO	K	K16	3	1	K16_3_bin_001	none	1	none
HMO	K	K16	3	2	K16_3_bin_002	none	1	none
HMO	K	K16	7	1	K16_7_bin_001	none	1	none
HMO	K	K16	7	2	K16_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.10	1	bin
HMO	K	K16	7	2	K16_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.9	1	bin
HMO	K	K16	7	2	K16_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.8	1	bin
HMO	K	K16	7	2	K16_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.7	1	bin
HMO	K	K16	7	2	K16_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.6	1	bin
HMO	K	K16	7	2	K16_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.5	1	bin
HMO	K	K16	7	2	K16_7_bin_002	B_infantis_BLON_RS12095_RS122215-31.4	1	bin
HMO	K	K16	7	2	K16_7_bin_002	B_breve_UCC2003_BBR_RS18490-BBR_RS18520-6.4	1	bin
HMO	K	K16	7	2	K16_7_bin_002	B_breve_UCC2003_BBR_RS18490-BBR_RS18520-6.5	1	bin
HMO	K	K16	7	2	K16_7_bin_002	B_breve_UCC2003_BBR_RS18490-BBR_RS18520-6.6	1	bin
HMO	K	K16	7	2	K16_7_bin_002	B_longum_BLLJ08355_BLLJ08385-7.1	1	bin
HMO	K	K16	7	2	K16_7_bin_002	B_longum_BLLJ08355_BLLJ08385-7.2	1	bin
